State,NAME,Year,Energy,value,INTPTLAT,INTPTLON
MI,Michigan,2020,Wind,22980,44.8441768,-85.6604907
MN,Minnesota,2020,Wind,40368,46.3159573,-94.1996043
MO,Missouri,2020,Wind,11413,38.3507508,-92.456782
MS,Mississippi,2020,Wind,0,32.6864714,-89.6561377
MT,Montana,2020,Wind,10436,47.051177,-109.6348174
NC,North Carolina,2020,Wind,1864,35.53971,-79.1308636
ND,North Dakota,2020,Wind,46519,47.442174,-100.4608258
NE,Nebraska,2020,Wind,31102,41.543305,-99.8118641
NH,New Hampshire,2020,Wind,1791,43.6727945,-71.5841886
NJ,New Jersey,2020,Wind,68,40.1072744,-74.6652012
NM,New Mexico,2020,Wind,24649,34.4346844,-106.131618
NV,Nevada,2020,Wind,1108,39.3310928,-116.6151469
NY,New York,2020,Wind,15428,42.9133974,-75.5962723
OH,Ohio,2020,Wind,7811,40.4149297,-82.7119975
OK,Oklahoma,2020,Wind,100371,35.5900815,-97.4867789
OR,Oregon,2020,Wind,29948,43.9717125,-120.6229578
PA,Pennsylvania,2020,Wind,12789,40.9046042,-77.8275233
RI,Rhode Island,2020,Wind,733,41.596485,-71.5264901
SC,South Carolina,2020,Wind,0,33.8741776,-80.8542639
SD,South Dakota,2020,Wind,18917,44.4467957,-100.2381762
TN,Tennessee,2020,Wind,134,35.85846,-86.3496339
TX,Texas,2020,Wind,315409,31.4347032,-99.2818238
UT,Utah,2020,Wind,2739,39.3349925,-111.6563326
VA,Virginia,2020,Wind,0,37.5222512,-78.6681938
VT,Vermont,2020,Wind,1309,44.0589536,-72.6710173
WA,Washington,2020,Wind,31614,47.4073238,-120.5757999
WI,Wisconsin,2020,Wind,6017,44.6309071,-89.7093916
WV,West Virginia,2020,Wind,6475,38.6472854,-80.6183274
WY,Wyoming,2020,Wind,18809,42.9896591,-107.5443922
AK,Alaska,2021,Wind,451,63.347356,-152.8397334
AL,Alabama,2021,Wind,0,32.7395785,-86.8434469
AR,Arkansas,2021,Wind,0,34.8955256,-92.4446262
AZ,Arizona,2021,Wind,5460,34.2039362,-111.6063449
CA,California,2021,Wind,51784,37.1551773,-119.5434183
CO,Colorado,2021,Wind,51609,38.9937669,-105.5087122
CT,Connecticut,2021,Wind,44,41.5798637,-72.7466572
DC,District of Columbia,2021,Wind,0,38.9042429,-77.0165243
DE,Delaware,2021,Wind,17,38.9985661,-75.441644
FL,Florida,2021,Wind,0,28.3989775,-82.5143005
GA,Georgia,2021,Wind,0,32.6295789,-83.4235109
HI,Hawaii,2021,Wind,2245,19.8281671,-155.4950421
IA,Iowa,2021,Wind,126579,42.0700227,-93.4933492
ID,Idaho,2021,Wind,9145,44.348422,-114.558854
IL,Illinois,2021,Wind,65282,40.1028754,-89.1526108
IN,Indiana,2021,Wind,26808,39.9013136,-86.2919129
KS,Kansas,2021,Wind,87667,38.4985464,-98.3834298
KY,Kentucky,2021,Wind,0,37.5336844,-85.2929801
LA,Louisiana,2021,Wind,0,30.708319,-91.6046207
MA,Massachusetts,2021,Wind,712,42.1565196,-71.4895915
MD,Maryland,2021,Wind,1765,38.9466584,-76.6744939
ME,Maine,2021,Wind,8681,45.4092843,-68.666616
MI,Michigan,2021,Wind,26262,44.8441768,-85.6604907
MN,Minnesota,2021,Wind,41870,46.3159573,-94.1996043
MO,Missouri,2021,Wind,22295,38.3507508,-92.456782
MS,Mississippi,2021,Wind,0,32.6864714,-89.6561377
MT,Montana,2021,Wind,11849,47.051177,-109.6348174
NC,North Carolina,2021,Wind,1756,35.53971,-79.1308636
ND,North Dakota,2021,Wind,50959,47.442174,-100.4608258
NE,Nebraska,2021,Wind,32728,41.543305,-99.8118641
NH,New Hampshire,2021,Wind,1720,43.6727945,-71.5841886
NJ,New Jersey,2021,Wind,67,40.1072744,-74.6652012
NM,New Mexico,2021,Wind,36101,34.4346844,-106.131618
NV,Nevada,2021,Wind,1160,39.3310928,-116.6151469
NY,New York,2021,Wind,14182,42.9133974,-75.5962723
OH,Ohio,2021,Wind,8826,40.4149297,-82.7119975
OK,Oklahoma,2021,Wind,111028,35.5900815,-97.4867789
OR,Oregon,2021,Wind,31990,43.9717125,-120.6229578
PA,Pennsylvania,2021,Wind,11789,40.9046042,-77.8275233
RI,Rhode Island,2021,Wind,587,41.596485,-71.5264901
SC,South Carolina,2021,Wind,0,33.8741776,-80.8542639
SD,South Dakota,2021,Wind,31822,44.4467957,-100.2381762
TN,Tennessee,2021,Wind,96,35.85846,-86.3496339
TX,Texas,2021,Wind,339406,31.4347032,-99.2818238
UT,Utah,2021,Wind,2816,39.3349925,-111.6563326
VA,Virginia,2021,Wind,169,37.5222512,-78.6681938
VT,Vermont,2021,Wind,1154,44.0589536,-72.6710173
WA,Washington,2021,Wind,31724,47.4073238,-120.5757999
WI,Wisconsin,2021,Wind,5437,44.6309071,-89.7093916
WV,West Virginia,2021,Wind,5542,38.6472854,-80.6183274
WY,Wyoming,2021,Wind,28824,42.9896591,-107.5443922
AK,Alaska,2022,Wind,475,63.347356,-152.8397334
AL,Alabama,2022,Wind,0,32.7395785,-86.8434469
AR,Arkansas,2022,Wind,0,34.8955256,-92.4446262
AZ,Arizona,2022,Wind,5338,34.2039362,-111.6063449
CA,California,2022,Wind,49945,37.1551773,-119.5434183
CO,Colorado,2022,Wind,57701,38.9937669,-105.5087122
CT,Connecticut,2022,Wind,44,41.5798637,-72.7466572
DC,District of Columbia,2022,Wind,0,38.9042429,-77.0165243
DE,Delaware,2022,Wind,15,38.9985661,-75.441644
FL,Florida,2022,Wind,0,28.3989775,-82.5143005
GA,Georgia,2022,Wind,0,32.6295789,-83.4235109
HI,Hawaii,2022,Wind,2134,19.8281671,-155.4950421
IA,Iowa,2022,Wind,156138,42.0700227,-93.4933492
ID,Idaho,2022,Wind,8331,44.348422,-114.558854
IL,Illinois,2022,Wind,80161,40.1028754,-89.1526108
IN,Indiana,2022,Wind,34070,39.9013136,-86.2919129
KS,Kansas,2022,Wind,101294,38.4985464,-98.3834298
KY,Kentucky,2022,Wind,0,37.5336844,-85.2929801
LA,Louisiana,2022,Wind,0,30.708319,-91.6046207
MA,Massachusetts,2022,Wind,736,42.1565196,-71.4895915
MD,Maryland,2022,Wind,1698,38.9466584,-76.6744939
ME,Maine,2022,Wind,9268,45.4092843,-68.666616
MI,Michigan,2022,Wind,31224,44.8441768,-85.6604907
MN,Minnesota,2022,Wind,51491,46.3159573,-94.1996043
MO,Missouri,2022,Wind,25674,38.3507508,-92.456782
MS,Mississippi,2022,Wind,0,32.6864714,-89.6561377
MT,Montana,2022,Wind,13723,47.051177,-109.6348174
NC,North Carolina,2022,Wind,1866,35.53971,-79.1308636
ND,North Dakota,2022,Wind,55445,47.442174,-100.4608258
NE,Nebraska,2022,Wind,43039,41.543305,-99.8118641
NH,New Hampshire,2022,Wind,1646,43.6727945,-71.5841886
NJ,New Jersey,2022,Wind,74,40.1072744,-74.6652012
NM,New Mexico,2022,Wind,49251,34.4346844,-106.131618
NV,Nevada,2022,Wind,1077,39.3310928,-116.6151469
NY,New York,2022,Wind,15584,42.9133974,-75.5962723
OH,Ohio,2022,Wind,10761,40.4149297,-82.7119975
OK,Oklahoma,2022,Wind,128130,35.5900815,-97.4867789
OR,Oregon,2022,Wind,27805,43.9717125,-120.6229578
PA,Pennsylvania,2022,Wind,12188,40.9046042,-77.8275233
RI,Rhode Island,2022,Wind,714,41.596485,-71.5264901
SC,South Carolina,2022,Wind,0,33.8741776,-80.8542639
SD,South Dakota,2022,Wind,35127,44.4467957,-100.2381762
TN,Tennessee,2022,Wind,51,35.85846,-86.3496339
TX,Texas,2022,Wind,391653,31.4347032,-99.2818238
UT,Utah,2022,Wind,2468,39.3349925,-111.6563326
VA,Virginia,2022,Wind,174,37.5222512,-78.6681938
VT,Vermont,2022,Wind,1396,44.0589536,-72.6710173
WA,Washington,2022,Wind,27504,47.4073238,-120.5757999
WI,Wisconsin,2022,Wind,6195,44.6309071,-89.7093916
WV,West Virginia,2022,Wind,6848,38.6472854,-80.6183274
WY,Wyoming,2022,Wind,33370,42.9896591,-107.5443922
AK,Alaska,2023,Wind,380,63.347356,-152.8397334
AL,Alabama,2023,Wind,0,32.7395785,-86.8434469
AR,Arkansas,2023,Wind,0,34.8955256,-92.4446262
AZ,Arizona,2023,Wind,5914,34.2039362,-111.6063449
CA,California,2023,Wind,47833,37.1551773,-119.5434183
CO,Colorado,2023,Wind,54903,38.9937669,-105.5087122
CT,Connecticut,2023,Wind,34,41.5798637,-72.7466572
DC,District of Columbia,2023,Wind,0,38.9042429,-77.0165243
DE,Delaware,2023,Wind,14,38.9985661,-75.441644
FL,Florida,2023,Wind,0,28.3989775,-82.5143005
GA,Georgia,2023,Wind,0,32.6295789,-83.4235109
HI,Hawaii,2023,Wind,2164,19.8281671,-155.4950421
IA,Iowa,2023,Wind,141392,42.0700227,-93.4933492
ID,Idaho,2023,Wind,7915,44.348422,-114.558854
IL,Illinois,2023,Wind,74409,40.1028754,-89.1526108
IN,Indiana,2023,Wind,30177,39.9013136,-86.2919129
KS,Kansas,2023,Wind,93054,38.4985464,-98.3834298
KY,Kentucky,2023,Wind,0,37.5336844,-85.2929801
LA,Louisiana,2023,Wind,0,30.708319,-91.6046207
MA,Massachusetts,2023,Wind,620,42.1565196,-71.4895915
MD,Maryland,2023,Wind,1643,38.9466584,-76.6744939
ME,Maine,2023,Wind,7980,45.4092843,-68.666616
MI,Michigan,2023,Wind,28294,44.8441768,-85.6604907
MN,Minnesota,2023,Wind,49127,46.3159573,-94.1996043
MO,Missouri,2023,Wind,23117,38.3507508,-92.456782
MS,Mississippi,2023,Wind,0,32.6864714,-89.6561377
MT,Montana,2023,Wind,15548,47.051177,-109.6348174
NC,North Carolina,2023,Wind,1805,35.53971,-79.1308636
ND,North Dakota,2023,Wind,49395,47.442174,-100.4608258
NE,Nebraska,2023,Wind,40416,41.543305,-99.8118641
NH,New Hampshire,2023,Wind,1404,43.6727945,-71.5841886
NJ,New Jersey,2023,Wind,63,40.1072744,-74.6652012
NM,New Mexico,2023,Wind,50888,34.4346844,-106.131618
NV,Nevada,2023,Wind,994,39.3310928,-116.6151469
NY,New York,2023,Wind,16377,42.9133974,-75.5962723
OH,Ohio,2023,Wind,9620,40.4149297,-82.7119975
OK,Oklahoma,2023,Wind,126286,35.5900815,-97.4867789
OR,Oregon,2023,Wind,30550,43.9717125,-120.6229578
PA,Pennsylvania,2023,Wind,11117,40.9046042,-77.8275233
RI,Rhode Island,2023,Wind,576,41.596485,-71.5264901
SC,South Carolina,2023,Wind,0,33.8741776,-80.8542639
SD,South Dakota,2023,Wind,31989,44.4467957,-100.2381762
TN,Tennessee,2023,Wind,55,35.85846,-86.3496339
TX,Texas,2023,Wind,408946,31.4347032,-99.2818238
UT,Utah,2023,Wind,2332,39.3349925,-111.6563326
VA,Virginia,2023,Wind,160,37.5222512,-78.6681938
VT,Vermont,2023,Wind,1159,44.0589536,-72.6710173
WA,Washington,2023,Wind,25759,47.4073238,-120.5757999
WI,Wisconsin,2023,Wind,5930,44.6309071,-89.7093916
WV,West Virginia,2023,Wind,7129,38.6472854,-80.6183274
WY,Wyoming,2023,Wind,29468,42.9896591,-107.5443922
AK,Alaska,2002,Geothermal,86,63.347356,-152.8397334
AL,Alabama,2002,Geothermal,67,32.7395785,-86.8434469
AR,Arkansas,2002,Geothermal,228,34.8955256,-92.4446262
AZ,Arizona,2002,Geothermal,294,34.2039362,-111.6063449
CA,California,2002,Geothermal,46830,37.1551773,-119.5434183
CO,Colorado,2002,Geothermal,582,38.9937669,-105.5087122
CT,Connecticut,2002,Geothermal,5,41.5798637,-72.7466572
DC,District of Columbia,2002,Geothermal,0,38.9042429,-77.0165243
DE,Delaware,2002,Geothermal,109,38.9985661,-75.441644
FL,Florida,2002,Geothermal,2663,28.3989775,-82.5143005
GA,Georgia,2002,Geothermal,107,32.6295789,-83.4235109
HI,Hawaii,2002,Geothermal,256,19.8281671,-155.4950421
IA,Iowa,2002,Geothermal,369,42.0700227,-93.4933492
ID,Idaho,2002,Geothermal,1530,44.348422,-114.558854
IL,Illinois,2002,Geothermal,517,40.1028754,-89.1526108
IN,Indiana,2002,Geothermal,1221,39.9013136,-86.2919129
KS,Kansas,2002,Geothermal,302,38.4985464,-98.3834298
KY,Kentucky,2002,Geothermal,733,37.5336844,-85.2929801
LA,Louisiana,2002,Geothermal,544,30.708319,-91.6046207
MA,Massachusetts,2002,Geothermal,261,42.1565196,-71.4895915
MD,Maryland,2002,Geothermal,144,38.9466584,-76.6744939
ME,Maine,2002,Geothermal,7,45.4092843,-68.666616
MI,Michigan,2002,Geothermal,1352,44.8441768,-85.6604907
MN,Minnesota,2002,Geothermal,272,46.3159573,-94.1996043
MO,Missouri,2002,Geothermal,89,38.3507508,-92.456782
MS,Mississippi,2002,Geothermal,322,32.6864714,-89.6561377
MT,Montana,2002,Geothermal,282,47.051177,-109.6348174
NC,North Carolina,2002,Geothermal,245,35.53971,-79.1308636
ND,North Dakota,2002,Geothermal,272,47.442174,-100.4608258
NE,Nebraska,2002,Geothermal,378,41.543305,-99.8118641
NH,New Hampshire,2002,Geothermal,7,43.6727945,-71.5841886
NJ,New Jersey,2002,Geothermal,118,40.1072744,-74.6652012
NM,New Mexico,2002,Geothermal,748,34.4346844,-106.131618
NV,Nevada,2002,Geothermal,5024,39.3310928,-116.6151469
NY,New York,2002,Geothermal,358,42.9133974,-75.5962723
OH,Ohio,2002,Geothermal,915,40.4149297,-82.7119975
OK,Oklahoma,2002,Geothermal,6,35.5900815,-97.4867789
OR,Oregon,2002,Geothermal,886,43.9717125,-120.6229578
PA,Pennsylvania,2002,Geothermal,593,40.9046042,-77.8275233
RI,Rhode Island,2002,Geothermal,5,41.596485,-71.5264901
SC,South Carolina,2002,Geothermal,164,33.8741776,-80.8542639
SD,South Dakota,2002,Geothermal,511,44.4467957,-100.2381762
TN,Tennessee,2002,Geothermal,54,35.85846,-86.3496339
TX,Texas,2002,Geothermal,694,31.4347032,-99.2818238
UT,Utah,2002,Geothermal,1344,39.3349925,-111.6563326
VA,Virginia,2002,Geothermal,481,37.5222512,-78.6681938
VT,Vermont,2002,Geothermal,6,44.0589536,-72.6710173
WA,Washington,2002,Geothermal,370,47.4073238,-120.5757999
WI,Wisconsin,2002,Geothermal,156,44.6309071,-89.7093916
WV,West Virginia,2002,Geothermal,10,38.6472854,-80.6183274
WY,Wyoming,2002,Geothermal,673,42.9896591,-107.5443922
AK,Alaska,2003,Geothermal,89,63.347356,-152.8397334
AL,Alabama,2003,Geothermal,62,32.7395785,-86.8434469
AR,Arkansas,2003,Geothermal,282,34.8955256,-92.4446262
AZ,Arizona,2003,Geothermal,235,34.2039362,-111.6063449
CA,California,2003,Geothermal,46164,37.1551773,-119.5434183
CO,Colorado,2003,Geothermal,538,38.9937669,-105.5087122
CT,Connecticut,2003,Geothermal,7,41.5798637,-72.7466572
DC,District of Columbia,2003,Geothermal,0,38.9042429,-77.0165243
DE,Delaware,2003,Geothermal,142,38.9985661,-75.441644
FL,Florida,2003,Geothermal,3507,28.3989775,-82.5143005
GA,Georgia,2003,Geothermal,125,32.6295789,-83.4235109
HI,Hawaii,2003,Geothermal,616,19.8281671,-155.4950421
IA,Iowa,2003,Geothermal,497,42.0700227,-93.4933492
ID,Idaho,2003,Geothermal,1312,44.348422,-114.558854
IL,Illinois,2003,Geothermal,672,40.1028754,-89.1526108
IN,Indiana,2003,Geothermal,1605,39.9013136,-86.2919129
KS,Kansas,2003,Geothermal,411,38.4985464,-98.3834298
KY,Kentucky,2003,Geothermal,971,37.5336844,-85.2929801
LA,Louisiana,2003,Geothermal,700,30.708319,-91.6046207
MA,Massachusetts,2003,Geothermal,356,42.1565196,-71.4895915
MD,Maryland,2003,Geothermal,187,38.9466584,-76.6744939
ME,Maine,2003,Geothermal,9,45.4092843,-68.666616
MI,Michigan,2003,Geothermal,1776,44.8441768,-85.6604907
MN,Minnesota,2003,Geothermal,354,46.3159573,-94.1996043
MO,Missouri,2003,Geothermal,116,38.3507508,-92.456782
MS,Mississippi,2003,Geothermal,412,32.6864714,-89.6561377
MT,Montana,2003,Geothermal,274,47.051177,-109.6348174
NC,North Carolina,2003,Geothermal,319,35.53971,-79.1308636
ND,North Dakota,2003,Geothermal,363,47.442174,-100.4608258
NE,Nebraska,2003,Geothermal,512,41.543305,-99.8118641
NH,New Hampshire,2003,Geothermal,9,43.6727945,-71.5841886
NJ,New Jersey,2003,Geothermal,153,40.1072744,-74.6652012
NM,New Mexico,2003,Geothermal,563,34.4346844,-106.131618
NV,Nevada,2003,Geothermal,4772,39.3310928,-116.6151469
NY,New York,2003,Geothermal,481,42.9133974,-75.5962723
OH,Ohio,2003,Geothermal,1207,40.4149297,-82.7119975
OK,Oklahoma,2003,Geothermal,8,35.5900815,-97.4867789
OR,Oregon,2003,Geothermal,901,43.9717125,-120.6229578
PA,Pennsylvania,2003,Geothermal,788,40.9046042,-77.8275233
RI,Rhode Island,2003,Geothermal,7,41.596485,-71.5264901
SC,South Carolina,2003,Geothermal,213,33.8741776,-80.8542639
SD,South Dakota,2003,Geothermal,637,44.4467957,-100.2381762
TN,Tennessee,2003,Geothermal,70,35.85846,-86.3496339
TX,Texas,2003,Geothermal,914,31.4347032,-99.2818238
UT,Utah,2003,Geothermal,1207,39.3349925,-111.6563326
VA,Virginia,2003,Geothermal,643,37.5222512,-78.6681938
VT,Vermont,2003,Geothermal,8,44.0589536,-72.6710173
WA,Washington,2003,Geothermal,494,47.4073238,-120.5757999
WI,Wisconsin,2003,Geothermal,203,44.6309071,-89.7093916
WV,West Virginia,2003,Geothermal,12,38.6472854,-80.6183274
WY,Wyoming,2003,Geothermal,714,42.9896591,-107.5443922
AK,Alaska,2004,Geothermal,88,63.347356,-152.8397334
AL,Alabama,2004,Geothermal,68,32.7395785,-86.8434469
AR,Arkansas,2004,Geothermal,306,34.8955256,-92.4446262
AZ,Arizona,2004,Geothermal,255,34.2039362,-111.6063449
CA,California,2004,Geothermal,46701,37.1551773,-119.5434183
CO,Colorado,2004,Geothermal,562,38.9937669,-105.5087122
CT,Connecticut,2004,Geothermal,7,41.5798637,-72.7466572
DC,District of Columbia,2004,Geothermal,0,38.9042429,-77.0165243
DE,Delaware,2004,Geothermal,154,38.9985661,-75.441644
FL,Florida,2004,Geothermal,3849,28.3989775,-82.5143005
GA,Georgia,2004,Geothermal,135,32.6295789,-83.4235109
HI,Hawaii,2004,Geothermal,736,19.8281671,-155.4950421
IA,Iowa,2004,Geothermal,555,42.0700227,-93.4933492
ID,Idaho,2004,Geothermal,1397,44.348422,-114.558854
IL,Illinois,2004,Geothermal,730,40.1028754,-89.1526108
IN,Indiana,2004,Geothermal,1759,39.9013136,-86.2919129
KS,Kansas,2004,Geothermal,462,38.4985464,-98.3834298
KY,Kentucky,2004,Geothermal,1071,37.5336844,-85.2929801
LA,Louisiana,2004,Geothermal,778,30.708319,-91.6046207
MA,Massachusetts,2004,Geothermal,403,42.1565196,-71.4895915
MD,Maryland,2004,Geothermal,203,38.9466584,-76.6744939
ME,Maine,2004,Geothermal,10,45.4092843,-68.666616
MI,Michigan,2004,Geothermal,1945,44.8441768,-85.6604907
MN,Minnesota,2004,Geothermal,384,46.3159573,-94.1996043
MO,Missouri,2004,Geothermal,126,38.3507508,-92.456782
MS,Mississippi,2004,Geothermal,466,32.6864714,-89.6561377
MT,Montana,2004,Geothermal,278,47.051177,-109.6348174
NC,North Carolina,2004,Geothermal,346,35.53971,-79.1308636
ND,North Dakota,2004,Geothermal,403,47.442174,-100.4608258
NE,Nebraska,2004,Geothermal,575,41.543305,-99.8118641
NH,New Hampshire,2004,Geothermal,10,43.6727945,-71.5841886
NJ,New Jersey,2004,Geothermal,167,40.1072744,-74.6652012
NM,New Mexico,2004,Geothermal,618,34.4346844,-106.131618
NV,Nevada,2004,Geothermal,5615,39.3310928,-116.6151469
NY,New York,2004,Geothermal,538,42.9133974,-75.5962723
OH,Ohio,2004,Geothermal,1328,40.4149297,-82.7119975
OK,Oklahoma,2004,Geothermal,8,35.5900815,-97.4867789
OR,Oregon,2004,Geothermal,930,43.9717125,-120.6229578
PA,Pennsylvania,2004,Geothermal,872,40.9046042,-77.8275233
RI,Rhode Island,2004,Geothermal,7,41.596485,-71.5264901
SC,South Carolina,2004,Geothermal,232,33.8741776,-80.8542639
SD,South Dakota,2004,Geothermal,706,44.4467957,-100.2381762
TN,Tennessee,2004,Geothermal,76,35.85846,-86.3496339
TX,Texas,2004,Geothermal,1007,31.4347032,-99.2818238
UT,Utah,2004,Geothermal,1247,39.3349925,-111.6563326
VA,Virginia,2004,Geothermal,715,37.5222512,-78.6681938
VT,Vermont,2004,Geothermal,8,44.0589536,-72.6710173
WA,Washington,2004,Geothermal,553,47.4073238,-120.5757999
WI,Wisconsin,2004,Geothermal,220,44.6309071,-89.7093916
WV,West Virginia,2004,Geothermal,12,38.6472854,-80.6183274
WY,Wyoming,2004,Geothermal,718,42.9896591,-107.5443922
AK,Alaska,2005,Geothermal,90,63.347356,-152.8397334
AL,Alabama,2005,Geothermal,78,32.7395785,-86.8434469
AR,Arkansas,2005,Geothermal,349,34.8955256,-92.4446262
AZ,Arizona,2005,Geothermal,283,34.2039362,-111.6063449
CA,California,2005,Geothermal,46595,37.1551773,-119.5434183
CO,Colorado,2005,Geothermal,605,38.9937669,-105.5087122
CT,Connecticut,2005,Geothermal,8,41.5798637,-72.7466572
DC,District of Columbia,2005,Geothermal,0,38.9042429,-77.0165243
DE,Delaware,2005,Geothermal,176,38.9985661,-75.441644
FL,Florida,2005,Geothermal,4434,28.3989775,-82.5143005
GA,Georgia,2005,Geothermal,153,32.6295789,-83.4235109
HI,Hawaii,2005,Geothermal,765,19.8281671,-155.4950421
IA,Iowa,2005,Geothermal,647,42.0700227,-93.4933492
ID,Idaho,2005,Geothermal,1525,44.348422,-114.558854
IL,Illinois,2005,Geothermal,836,40.1028754,-89.1526108
IN,Indiana,2005,Geothermal,2024,39.9013136,-86.2919129
KS,Kansas,2005,Geothermal,541,38.4985464,-98.3834298
KY,Kentucky,2005,Geothermal,1238,37.5336844,-85.2929801
LA,Louisiana,2005,Geothermal,902,30.708319,-91.6046207
MA,Massachusetts,2005,Geothermal,472,42.1565196,-71.4895915
MD,Maryland,2005,Geothermal,233,38.9466584,-76.6744939
ME,Maine,2005,Geothermal,11,45.4092843,-68.666616
MI,Michigan,2005,Geothermal,2237,44.8441768,-85.6604907
MN,Minnesota,2005,Geothermal,440,46.3159573,-94.1996043
MO,Missouri,2005,Geothermal,144,38.3507508,-92.456782
MS,Mississippi,2005,Geothermal,545,32.6864714,-89.6561377
MT,Montana,2005,Geothermal,291,47.051177,-109.6348174
NC,North Carolina,2005,Geothermal,396,35.53971,-79.1308636
ND,North Dakota,2005,Geothermal,467,47.442174,-100.4608258
NE,Nebraska,2005,Geothermal,671,41.543305,-99.8118641
NH,New Hampshire,2005,Geothermal,11,43.6727945,-71.5841886
NJ,New Jersey,2005,Geothermal,191,40.1072744,-74.6652012
NM,New Mexico,2005,Geothermal,690,34.4346844,-106.131618
NV,Nevada,2005,Geothermal,5592,39.3310928,-116.6151469
NY,New York,2005,Geothermal,627,42.9133974,-75.5962723
OH,Ohio,2005,Geothermal,1531,40.4149297,-82.7119975
OK,Oklahoma,2005,Geothermal,10,35.5900815,-97.4867789
OR,Oregon,2005,Geothermal,997,43.9717125,-120.6229578
PA,Pennsylvania,2005,Geothermal,1009,40.9046042,-77.8275233
RI,Rhode Island,2005,Geothermal,8,41.596485,-71.5264901
SC,South Carolina,2005,Geothermal,265,33.8741776,-80.8542639
SD,South Dakota,2005,Geothermal,813,44.4467957,-100.2381762
TN,Tennessee,2005,Geothermal,87,35.85846,-86.3496339
TX,Texas,2005,Geothermal,1161,31.4347032,-99.2818238
UT,Utah,2005,Geothermal,1286,39.3349925,-111.6563326
VA,Virginia,2005,Geothermal,830,37.5222512,-78.6681938
VT,Vermont,2005,Geothermal,10,44.0589536,-72.6710173
WA,Washington,2005,Geothermal,642,47.4073238,-120.5757999
WI,Wisconsin,2005,Geothermal,252,44.6309071,-89.7093916
WV,West Virginia,2005,Geothermal,14,38.6472854,-80.6183274
WY,Wyoming,2005,Geothermal,745,42.9896591,-107.5443922
AK,Alaska,2006,Geothermal,87,63.347356,-152.8397334
AL,Alabama,2006,Geothermal,85,32.7395785,-86.8434469
AR,Arkansas,2006,Geothermal,401,34.8955256,-92.4446262
AZ,Arizona,2006,Geothermal,287,34.2039362,-111.6063449
CA,California,2006,Geothermal,45889,37.1551773,-119.5434183
CO,Colorado,2006,Geothermal,603,38.9937669,-105.5087122
CT,Connecticut,2006,Geothermal,9,41.5798637,-72.7466572
DC,District of Columbia,2006,Geothermal,0,38.9042429,-77.0165243
DE,Delaware,2006,Geothermal,204,38.9985661,-75.441644
FL,Florida,2006,Geothermal,5034,28.3989775,-82.5143005
GA,Georgia,2006,Geothermal,172,32.6295789,-83.4235109
HI,Hawaii,2006,Geothermal,732,19.8281671,-155.4950421
IA,Iowa,2006,Geothermal,708,42.0700227,-93.4933492
ID,Idaho,2006,Geothermal,1510,44.348422,-114.558854
IL,Illinois,2006,Geothermal,969,40.1028754,-89.1526108
IN,Indiana,2006,Geothermal,2306,39.9013136,-86.2919129
KS,Kansas,2006,Geothermal,583,38.4985464,-98.3834298
KY,Kentucky,2006,Geothermal,1391,37.5336844,-85.2929801
LA,Louisiana,2006,Geothermal,996,30.708319,-91.6046207
MA,Massachusetts,2006,Geothermal,505,42.1565196,-71.4895915
MD,Maryland,2006,Geothermal,270,38.9466584,-76.6744939
ME,Maine,2006,Geothermal,13,45.4092843,-68.666616
MI,Michigan,2006,Geothermal,2552,44.8441768,-85.6604907
MN,Minnesota,2006,Geothermal,510,46.3159573,-94.1996043
MO,Missouri,2006,Geothermal,167,38.3507508,-92.456782
MS,Mississippi,2006,Geothermal,581,32.6864714,-89.6561377
MT,Montana,2006,Geothermal,281,47.051177,-109.6348174
NC,North Carolina,2006,Geothermal,459,35.53971,-79.1308636
ND,North Dakota,2006,Geothermal,519,47.442174,-100.4608258
NE,Nebraska,2006,Geothermal,728,41.543305,-99.8118641
NH,New Hampshire,2006,Geothermal,13,43.6727945,-71.5841886
NJ,New Jersey,2006,Geothermal,221,40.1072744,-74.6652012
NM,New Mexico,2006,Geothermal,697,34.4346844,-106.131618
